id,name,symbol,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,mineable,exchange,payments
8366,World Token,WORLD,4,2021-02-01 0:00:00,-1.00E+05,99746876.77,1.00E+08,1997,0.002583719,115.5544441,0,-1.2212005,-2.38181708,-5.42599704,-65.37157011,-76.56783919,-80.90923732,257717.8703,0,258371.87,No,No,No
3770,CustomContractNetwork,CCN,2,2019-03-01 0:00:00,-1.00E+05,1620841876,8.90E+11,1998,0.000158812,0,0,-1.1799437,-1.45302057,-10.00667998,-26.92173007,-27.42263674,-32.86227233,257409.7557,0,141343018.1,No,No,No
8351,OptionRoom,ROOM,5,2021-01-28 0:00:00,1.00E+08,12493373,1.00E+08,1999,0.020590268,1883.68703,-33.4643,-0.46365876,-2.04627929,-24.28220336,-36.85794163,-47.47765583,-65.51619308,257241.8931,0,2059026.76,No,No,No
8300,CoverCompared,CVR,6,2021-01-21 0:00:00,137865569,69906828.23,137865569,2000,0.003670817,15442.77659,18.1404,-3.21482927,-14.73712734,-51.91600207,-75.84245279,-93.48984701,-95.59811188,256615.2072,0,506079.34,No,No,No
10,Freicoin,FRC,1,2013-05-03 0:00:00,-1.00E+05,57502113.21,1.00E+08,2001,0.004463753,0,-100,-1.11925016,-1.33688771,-9.71992518,-26.39118788,-31.89866088,-22.30831387,256675.2474,0,446375.33,Yes,No,No
9443,Step Finance,STEP,15,2021-04-26 0:00:00,1.00E+09,4.00E+06,4.00E+06,2002,0.06412352,2622599.33,117.6504,-2.99792831,19.39419036,-35.48018706,-44.52643347,-58.98304356,-69.52768181,256494.0792,0,64123519.81,No,No,No
8005,Mirrored Netflix,mNFLX,3,2020-12-15 0:00:00,0,9622.956153,9622.956153,2003,26.56269011,39129.13705,-4.9907,-13.65274401,-17.78548395,-87.53829129,-93.51163382,-93.14473159,-93.63195534,255611.6022,0,255611.6,No,No,No
8746,Project Inverse,XIV,5,2021-03-09 0:00:00,9.00E+07,36812621.31,49301424.68,2004,0.006934052,197957.3053,-10.2087,-0.53639284,11.35925851,-29.60769918,-41.20348935,-41.73999256,-68.62646014,255260.6356,0,624064.69,No,No,No
5003,VAULT,VAULT,2,2019-12-05 0:00:00,-1.00E+05,575580.2303,3.00E+06,2005,0.443231392,535.6013447,43222.396,-1.16064802,22.45866332,-25.14243205,-60.91149539,-61.38374502,-76.99148653,255115.2268,0,1329694.18,No,No,No
2688,Vipstar Coin,VIPS,3,2018-04-30 0:00:00,-1.00E+05,48870352722,63499128193,2006,5.21E-06,0,0,-1.31424879,-7.08390988,-12.04838844,-63.21703208,-49.79571027,-67.31972399,254566.1989,0,330767.65,No,No,No
7647,Azuki,AZUKI,6,2020-11-11 0:00:00,-1.00E+05,11284983.79,11310689.73,2007,0.022254663,87.19950167,-45.7987,-0.09080296,1.09259275,-13.98567687,-44.75274583,-1.94189838,-12.33732391,251143.5103,0,251715.59,No,No,No
12604,FRAKT Token,FRKT,2,2021-10-11 6:35:11,-1.00E+05,4727287,5.00E+07,2008,0.053088922,2890.285056,-34.2885,-2.17139326,0.39243715,-14.4110565,-50.81001403,-62.30648299,-46.33495429,250966.5688,0,2654446.08,No,No,No
4222,1Million Token,1MT,3,2020-05-05 0:00:00,-1.00E+05,995699.041,995699.2258,2009,0.252028995,0,0,0.1110111,3.40600021,-11.21601428,3.42943902,-42.33836606,-21.35741584,250945.0288,0,250945.08,No,No,No
5620,8X8 PROTOCOL,EXE,8,2020-05-25 0:00:00,8.80E+08,3.10E+08,8.80E+08,2010,0.000809217,14009.54002,-20.5175,0.9767045,-6.81068768,-49.03818899,-59.67247513,-59.78999837,-64.0378212,250857.4189,0,712111.38,No,No,No
760,OKCash,OK,7,2014-12-14 0:00:00,1.05E+08,84999366.61,84999366.61,2011,0.002949433,43.0694329,-11.9503,-1.18925081,-2.21351924,-25.28031573,-39.19927869,-71.1970262,-72.19058178,250699.9558,0,309690.49,No,No,No
13237,FantomStarter,FS,6,2021-10-26 3:45:40,-1.00E+05,103506349,996433300,2012,0.002420887,51779.05353,139.3819,1.98978982,4.26471139,-27.05018186,-64.52037662,-59.06569241,-86.99452267,250577.2167,0,2412252.83,No,No,No
2453,EDUCare,EKT,6,2018-01-23 0:00:00,-1.00E+05,724297908.5,724297908.5,2013,0.000345128,42485.29833,-2.4528,0.00936013,2.52775265,-45.01603615,-52.27655185,-54.60327692,-52.59437545,249975.6311,0,249975.63,No,No,No
4071,Ubricoin,UBN,1,2019-07-18 0:00:00,-1.00E+05,2337584182,19987431317,2014,0.000106816,0,0,-1.24763235,-2.58214902,-20.51809084,-16.30682165,3710.118207,-18.12160735,249692.1913,0,2134984.3,No,No,No
2835,Endor Protocol,EDR,4,2018-05-31 0:00:00,-1.00E+05,1468902335,1468902336,2015,0.000169842,1327.640989,24545.1401,0.00717129,-57.4977398,-60.5014845,-63.87237608,-67.61280454,-78.41332237,249481.8608,0,249481.86,No,No,No
5590,GeoDB,GEO,5,2020-05-15 0:00:00,3.50E+08,52810523.08,337210082.1,2016,0.004722609,0,-100,-0.95915935,-0.69502865,-27.7977777,-50.84483945,-60.77010249,-73.03537041,249403.443,0,1652913.09,No,No,No
7435,Pepemon Pepeballs,PPBLZ,1,2020-10-16 0:00:00,14000,14000,14000,2017,17.79595073,0,0,-1.34641753,-2.58846978,-17.82149293,-38.24210832,-47.6305014,-62.8003544,249143.3102,0,249143.31,No,No,No
3501,CryptoSoul,SOUL,3,2018-10-25 0:00:00,-1.00E+05,319927334,322094484,2018,0.00077516,30.05693048,99.3778,-1.34397752,28.49956473,-57.59603093,-60.02176291,-66.18004458,-70.1605299,247994.9005,0,249674.79,No,No,No
13376,Coinracer,CRACE,2,2021-10-27 6:17:17,1.00E+08,70874491.42,1.00E+08,2019,0.00347056,3557.847225,-28.9954,-0.51117448,-1.99643875,-21.25017771,-58.79471006,-75.07076032,-94.54874199,245974.1581,0,347055.98,No,No,No
3465,Alt.Estate token,ALT,1,2018-10-17 0:00:00,-1.00E+05,724180756,1069639374,2020,0.000339491,0,0,0,0,-10.25553214,-26.97334801,-27.92763876,-33.21556517,245852.5974,0,363132.57,No,No,No
644,GlobalBoost-Y,BSTY,6,2014-10-03 0:00:00,2.10E+07,17950578.71,17950578.71,2021,0.013680733,661.1895989,1.235,-0.02511634,-0.77623715,17.44681068,29.22833256,17.77303286,62.43412934,245577.0722,0,287295.39,Yes,No,No
2549,Ink Protocol,XNK,2,2018-02-28 0:00:00,-1.00E+05,427113382,5.00E+08,2022,0.000574928,0,0,0,0,-6.54793147,-19.2358332,-24.4500234,-24.22856632,245559.2322,0,287463.75,No,No,No
9259,TheForce Trade,FOC,9,2021-04-12 0:00:00,1.00E+09,80200000,4.50E+08,2023,0.003061243,7631.057337,77.1374,0.21243677,7.90368096,-5.44893942,-10.54777485,-19.4109192,-54.802833,245511.6781,0,3061242.87,No,No,No
3863,UGAS,UGAS,8,2019-04-16 0:00:00,-1.00E+05,171719420.2,1.00E+09,2024,0.001420363,93074.80328,-0.6552,0.99395498,4.46398233,-50.85885377,3.93115743,-30.46689829,-22.15026078,243903.869,0,1420362.76,No,No,No
7386,Spaceswap MILK2,MILK2,9,2020-10-13 0:00:00,65200000,7376937.362,7441642.041,2025,0.033053355,19458.91575,38.398,-1.16381217,-7.93826535,-28.90986822,-57.71940387,-68.14018774,-79.3222984,243832.5303,0,2155078.75,No,No,No
9780,Snowball,SNOB,9,2021-05-13 0:00:00,1.80E+07,5079208.407,17649472.33,2026,0.047710825,1255.169675,-82.3219,-2.22320595,-3.30715489,-21.23408202,-41.13051183,-77.53980635,-83.83580888,242333.2214,0,858794.84,No,No,No
12892,Legend of Fantasy War,LFW,11,2021-10-19 13:48:47,2.00E+08,14786407.7,2.00E+08,2027,0.016301248,60536.10573,-7.0604,-0.851285,1.38272522,-69.00639869,-95.31733746,-97.3326327,-95.43485225,241036.9015,0,3260249.63,No,No,No
8421,Argon,ARGON,9,2021-02-10 0:00:00,1.00E+08,73781225.51,82050331.38,2028,0.003265188,79018.88901,96.4302,-0.44479085,1.05749275,-36.13213447,-60.72961102,-59.01498421,-66.16603482,240909.591,0,326518.83,No,No,No
2626,Friendz,FDZ,7,2018-04-04 0:00:00,-1.00E+05,517907106,1129842156,2029,0.000463525,54043.8685,-21.555,-1.46387645,-10.39202133,-16.18110093,-2.14423958,-15.403436,-47.58043882,240063.0338,0,523710.4,No,No,No
7993,Node Runners,NDR,1,2020-12-14 0:00:00,28000,24576.8,28000,2030,9.767333245,48.3270829,0,-1.34641753,-2.68500516,-25.35925272,-42.58038417,-52.34722216,-55.88416677,240049.7957,0,273485.33,No,No,No
9115,WorkQuest Token,WQT,5,2021-04-05 0:00:00,1.00E+08,32162639.34,1.00E+08,2031,0.007458668,74410.21758,82.4653,-0.03220425,-2.29726448,-20.06086682,-42.50963868,-49.46860199,-54.31493519,239890.4641,0,745866.85,No,No,No
2120,Etherparty,FUEL,2,2017-10-30 0:00:00,-1.00E+05,1.00E+09,1.00E+09,2032,0.000239834,1496.42362,3.395,-3.85419547,-3.93185982,-43.13513825,-54.24055752,-39.50051577,-38.61301602,239834.0755,0,239834.08,No,No,Yes
8027,Mirrored United States Oil Fund,mUSO,3,2020-12-16 0:00:00,0,19851.40964,19851.40964,2033,12.00834722,7022.648869,4.6096,-14.0350733,-36.06910136,-87.82643344,-85.38095538,-83.60033948,-81.45289907,238382.6199,0,238382.62,No,No,No
2503,DMarket,DMT,3,2018-02-03 0:00:00,-1.00E+05,56921773.17,56921773.17,2034,0.00416459,81.16875388,-95.1933,-30.81245361,25.52199779,-53.42595993,-54.31720419,-68.22679161,-62.31421682,237055.8623,0,237055.86,No,No,Yes
2552,IHT Real Estate Protocol,IHT,6,2018-03-01 0:00:00,-1.00E+05,989061135.7,996491162,2035,0.000237879,1180.988042,-0.4384,0.04919111,3.17089191,-32.35068285,-56.17955097,-39.48852102,-40.30545898,235277.1033,0,237044.55,No,No,No
8673,TotemFi,TOTM,2,2021-04-06 0:00:00,1.00E+07,6113675,1.00E+07,2036,0.038464303,2424.346315,-43.3815,0.00717129,-7.66895091,-29.68083405,-53.94650547,-59.52733293,-68.14847297,235158.2447,0,384643.03,No,No,No
3942,Qwertycoin,QWC,2,2019-05-16 0:00:00,1.84E+11,1.31E+11,1.31E+11,2037,1.80E-06,0,0,0.00717129,0.00531811,0.46615511,-40.07138094,-10.11914197,-59.31681817,235081.1033,0,331733.52,Yes,No,No
13965,Ethernaal,NAAL,1,2021-11-05 10:46:30,-1.00E+05,732291.0972,4.00E+07,2038,0.32039976,801.0035225,0,-0.06923264,-1.1964932,-9.29009605,-17.83153242,-40.55178438,-44.66709696,234625.892,0,12815990.41,No,No,No
7582,Keep4r,KP4R,2,2020-11-03 0:00:00,-1.00E+05,86408.08301,1.00E+05,2039,2.71459491,56.79732485,45.4544,-1.34641753,-2.83910268,-24.41638105,-55.43850629,-54.31789017,-68.02560305,234562.9423,0,271459.49,No,No,No
2200,GoByte,GBX,4,2017-11-20 0:00:00,31800000,9574777.604,9574777.604,2040,0.0243926,408.7048959,-70.9973,72.44312473,55.52313462,139.2071234,151.419098,80.46081994,57.66501128,233553.7212,0,775684.68,Yes,No,No
5407,Kingdom Game 4.0,KDG,4,2020-04-02 0:00:00,1.00E+09,98793770.96,988125000,2041,0.002350584,22925.25053,-8.8942,-0.36805436,7.5182541,-5.64081234,-33.33471435,-45.04743418,-43.57735853,232223.0347,0,2350583.77,No,No,No
7743,Ethereum Yield,ETHY,1,2020-11-22 0:00:00,5.00E+05,1.00E+05,5.00E+05,2042,2.315948875,0,-100,-1.34641753,-2.58846978,-15.95480441,-34.39696844,-28.90266426,-35.74821486,231594.8875,0,1157974.44,No,No,No
2546,Remme,REM,9,2018-02-26 0:00:00,-1.00E+05,1000000000,1.00E+09,2043,0.000230892,814.2357413,-53.4459,-0.04575853,6.44688715,-34.57874123,-43.22318389,-34.23456238,-46.08494519,230891.676,0,230891.68,No,No,No
80,Orbitcoin,ORB,1,2013-12-21 0:00:00,3770000,3220616.279,3220616.279,2044,0.071717636,0,0,-1.11925016,-1.33688771,-19.7140294,-34.53976487,-16.63531313,-26.57373978,230974.987,0,270375.49,Yes,No,No
7498,Yield Protocol,YIELD,6,2021-03-31 0:00:00,140682540,34009745,140682541,2045,0.006778498,41651.02601,11.1242,0.87285509,4.82860092,-39.05201156,-48.99103616,-43.36595846,-63.56204255,230534.9834,0,953616.3,No,No,No
12073,Silver Stonks,SSTX,1,2021-09-23 8:49:01,2.30E+12,7.48E+11,2.19E+12,2046,3.07E-07,346.918688,81.3328,-0.51117448,-0.65349819,-9.07765049,-32.11155214,-34.118126,-44.35400074,229803.752,0,707025.1,No,No,No
8017,Mirrored Microsoft,mMSFT,3,2020-12-16 0:00:00,0,6712.771936,6712.771936,2047,34.08727933,111807.1814,28.1163,-13.39823917,-23.81641428,-89.49974377,-89.73355352,-89.2613951,-88.87054328,228820.1321,0,228820.13,No,No,No
2645,U Network,UUU,7,2018-04-17 0:00:00,-1.00E+05,9994600000,1.00E+10,2048,2.29E-05,62228.305,-11.7897,0.53444988,-6.83543655,-53.34907624,-59.91562429,-57.70012228,-63.74178071,228464.4175,0,228587.85,No,No,No
6849,Pylon Finance,PYLON,1,2020-09-02 0:00:00,14700,14678.13324,14700,2049,15.5283273,0,0,0,0,-35.24867616,-46.66836931,-27.87233865,-42.83683172,227926.8571,0,228266.41,No,No,No
12275,Dynamix,DYNA,3,2021-10-04 0:38:46,1.00E+15,5.27E+14,1.00E+15,2050,4.32E-10,15695.59036,-8.9523,-3.42707806,-34.87498675,-44.77011954,-63.99094904,-65.17929374,-78.49836531,227838.8315,0,431933.4,No,No,No
2061,Blockmason Credit Protocol,BCPT,4,2017-10-17 0:00:00,-1.00E+05,116158667,116158667,2051,0.00196148,7.90050193,0,-1.48834906,0.49101804,-10.59079271,-25.01224487,8.99386894,6.38933534,227842.8472,0,227842.85,No,No,No
7382,ACoconut,AC,4,2020-10-13 0:00:00,2.10E+07,2661650,6300000,2052,0.085150469,32091.19301,3.486,0.47634693,-1.97566007,-20.00830706,-36.16283873,-31.33279306,-41.01887346,226640.7471,0,1788159.86,No,No,No
2614,BlitzPick,XBP,2,2018-03-27 0:00:00,-1.00E+05,382751934.8,950873123.3,2053,0.000590693,109.2530378,-2.6578,0.46060606,-1.45767566,-15.86757535,-35.5010958,-48.74542981,-57.59975556,226089.0777,0,561674.57,No,No,No
16903,NeoNomad Finance,NNI,2,2022-01-05 15:10:38,2.00E+08,4251834,2.00E+08,2054,0.053008392,38157.54556,-70.4444,2.24438152,-22.00698638,-37.75869785,6.20263308,7.28917107,7.28917107,225382.8813,0,10601678.3,No,No,No
12796,ADA BOY,ADABOY,2,2021-10-16 10:41:13,1.00E+11,96584605559,1.00E+11,2055,2.33E-06,10883.36583,-7.393,-0.51412488,-0.3253566,-50.94546198,-62.76370086,-68.95459492,-86.72933078,225274.0931,0,233240.16,No,No,No
151,Peseta Digital,PTD,1,2014-02-22 0:00:00,-1.00E+05,144675034.4,144675034.4,2056,0.001546848,0.00154788,-99.9928,-1.16064802,76.84379984,-2.03204195,15.95381905,-21.32348399,-28.5837928,223790.2604,0,223790.26,Yes,No,No
8025,Mirrored Invesco QQQ Trust,mQQQ,4,2020-12-16 0:00:00,0,6157.117163,6157.117163,2057,36.19450519,101348.5248,-4.2738,-22.94613454,-26.07178168,-88.69963478,-90.52204987,-90.35732794,-89.92205932,222853.8091,0,222853.81,No,No,No
6894,AstroTools,ASTRO,1,2020-09-04 0:00:00,5.00E+06,3.00E+06,5.00E+06,2058,0.074195797,201.3590752,126.1123,-1.34641753,-3.20900385,-30.05807411,-44.96085933,-42.22712662,-49.95333479,222587.3897,0,370978.98,No,No,No
495,I/O Coin,IOC,1,2014-08-02 0:00:00,0,19579495.47,19579495.47,2059,0.011303888,5.60938162,-1.2365,-1.16064802,-1.37557317,-33.91510522,-50.94261502,-80.56528099,-80.02148771,221324.4211,0,221324.42,No,No,No
18951,VEKTOR,VEKTOR,6,2022-03-21 1:53:11,5.00E+11,3.91E+11,5.00E+11,2060,5.64E-07,3634.40549,14.9641,-0.20931294,0.65137109,-1.18035432,-9.1633725,-33.54445581,-33.54445581,220820.8175,0,282158.67,No,No,No
11932,Subme,SUB,2,2021-09-16 21:21:43,8.80E+08,102165950,871452841,2061,0.002161248,2062.138748,-57.235,-0.51117448,-0.30962347,-32.58608993,-49.29630233,-39.48221006,-53.68984338,220805.9312,0,1901898.03,No,No,No
3141,Blockpass,PASS,4,2018-08-10 0:00:00,-1.00E+05,167223761.6,1.00E+09,2062,0.00132,25302.36317,158.9061,0,-0.7518797,-5.62839634,-36.79977018,-28.06931502,-22.27521639,220735.3654,0,1320000,No,No,No
11666,Bobo Cash,BOBO,1,2021-09-06 11:43:20,1.00E+12,3.45E+11,1.00E+12,2063,6.40E-07,0,0,-1.34641753,-2.58846978,-16.22401775,-36.55474676,-33.20150127,-42.13104761,220653.1134,0,639593.26,No,No,No
8406,Apron Network,APN,13,2021-02-05 0:00:00,1.00E+09,93500000,1.00E+09,2064,0.002340971,45060.26447,-71.7107,0.78608539,-1.15825388,-51.80887062,-72.25928548,-68.79700632,-85.79151964,218880.7587,0,2340970.68,No,No,No
8845,Lepricon,L3P,5,2021-03-17 0:00:00,777777777,147066490.4,777777777,2065,0.001482003,352.4305402,-96.5022,-0.96871779,-1.96654836,-15.62315824,-33.56680812,-40.44851799,-55.15249296,217953.0428,0,1152669.33,No,No,No
2478,CoinFi,COFI,4,2018-01-29 0:00:00,-1.00E+05,214403033.8,3.00E+08,2066,0.001009238,1175.464903,-83.1494,-0.2429261,0.04535676,-43.58655022,-59.42552308,-52.04436381,-63.54742591,216383.7398,0,302771.47,No,No,No
5409,4THPILLAR TECHNOLOGIES,FOUR,8,2020-04-02 0:00:00,4.00E+08,126901358.9,4.00E+08,2067,0.001696156,77.14488694,-28.676,-0.43097384,-2.4617779,-21.24347566,-46.78989764,-52.39425517,-64.17722675,215244.4743,0,678462.31,No,No,No
3094,Scorum Coins,SCR,1,2018-08-07 0:00:00,-1.00E+05,29265074.8,29265074.8,2068,0.007336066,0,0,-16.58802157,-23.24654165,-34.82080556,-61.37354534,-69.32285547,-80.76705693,214690.5129,0,214690.51,No,No,No
1624,Atmos,ATMOS,1,2017-04-17 0:00:00,1.00E+08,62717622,1.00E+08,2069,0.003420913,591.5044617,-65.9515,-1.16064802,-9.98564217,-22.96536632,36.49030499,-57.60500113,-34.96601041,214551.5554,0,342091.34,No,No,No
823,GeoCoin,GEO,1,2015-02-22 0:00:00,-1.00E+05,3180551.13,4.00E+06,2070,0.067228386,244.6563459,49.7804,-1.16064802,-4.74734844,-14.84323646,-52.21134049,-45.10658312,-56.17030157,213823.318,0,268913.54,No,No,No
8478,DAOventures,DVD,2,2021-02-15 0:00:00,-1.00E+05,9200045.569,15070000,2071,0.023216861,921.6187711,227.6384,-1.34641753,13.36411716,-19.1044212,-38.75127408,-23.90936007,-41.69576487,213596.1824,0,349878.1,No,No,No
2699,Sharder,SS,2,2018-05-03 0:00:00,5.00E+08,283282765.2,3.50E+08,2072,0.000746782,0,0,-1.00816638,-1.94880847,-8.08745455,-52.87408189,-60.01770263,-69.32749946,211550.5671,0,373391.17,No,No,No
3711,Plair,PLA,2,2019-01-28 0:00:00,-1.00E+05,25610108545,1.00E+11,2073,8.24E-06,51.99528952,-84.0468,-1.64699159,12.25347772,-3.98001056,-60.56567878,-66.51222001,-78.46201529,210904.4318,0,823520.26,No,No,No
501,Cryptonite,XCN,1,2014-08-02 0:00:00,-1.00E+05,708506519.7,708506519.7,2074,0.000297471,0,0,-1.16064802,-1.37557317,-9.56803872,-26.41392253,-27.37552368,-32.7039586,210759.9538,0,210759.95,Yes,No,No
8082,Tornado,TCORE,1,2020-12-23 0:00:00,7000,6000,6000,2075,35.04524302,0,0,-1.34641753,-2.58846978,-16.03081137,-33.73887527,-28.37131196,-36.15689167,210271.4581,0,245316.7,No,No,No
7390,Spaceswap SHAKE,SHAKE,7,2020-10-13 0:00:00,5000,759,759,2076,276.785446,21549.28695,4.864,-1.4620266,-1.94716798,-30.52739649,-53.68521921,-55.88330217,-67.61477253,210080.1535,0,1383927.23,No,No,No
3147,HYCON,HYC,1,2018-08-10 0:00:00,5.00E+09,2676582136,5.00E+09,2077,7.82E-05,11344.7865,-66.5839,-3.32640108,-6.11011501,-42.56389745,-67.68272514,-58.97358526,-55.60038493,209382.0605,0,391137,Yes,No,No
145,DopeCoin,DOPE,1,2014-02-22 0:00:00,-1.00E+05,116845228,116845228,2078,0.001784824,0,0,-1.16064802,-1.37557317,-9.56803872,-26.41392253,-27.37552368,-32.7039586,208548.2138,0,208548.21,No,No,No
9134,Beyondfi,BYN,6,2021-04-06 0:00:00,1.00E+08,8863174.571,1.00E+08,2079,0.023427671,44997.02124,-46.6627,0.33655515,4.28568251,-31.34232621,-70.58731755,-82.68027873,-90.32116176,207643.5381,0,2342767.1,No,No,No
7245,Stobox Token,STBU,8,2020-09-30 0:00:00,1.00E+08,40961579,1.00E+08,2080,0.005053189,4170.766402,117.7533,-1.65517416,-0.27473303,-32.00867599,-60.40047959,-21.60314166,-64.67069157,206986.6157,0,505318.94,No,No,No
7639,Club Atletico Independiente,CAI,1,2020-11-10 0:00:00,-1.00E+05,652888,5.00E+06,2081,0.316968789,44221.20191,-4.5585,-2.35914451,-3.55402632,-25.93874831,-47.77194973,-47.57480583,-52.51145641,206945.1187,0,1584843.94,No,No,No
6503,RMPL,RMPL,1,2020-08-11 0:00:00,-1.00E+05,588943.1545,706101,2082,0.350943831,0,0,-1.34641753,-2.58846978,-16.03081137,-33.38560874,-28.01597288,-34.95424576,206685.9668,0,247801.79,No,No,No
819,Bean Cash,BITB,3,2015-02-18 0:00:00,5.00E+10,4729955000,4729955000,2083,4.37E-05,25.55878441,-90.8758,-1.28166904,-2.9448356,-34.99300701,-35.80154267,-38.66918974,-72.18346386,206533.6262,0,2183251.49,Yes,No,No
4577,LunchMoney,LMY,5,2020-06-29 0:00:00,-1.00E+05,143551045.8,1.89E+08,2084,0.001436086,4.39258873,-1.3924,-1.25244896,-1.7432209,-11.61902981,-28.77047308,-22.38652304,-29.94852426,206151.5893,0,271420.18,No,No,No
11290,StarTerra,STT,4,2021-08-17 0:00:00,1.00E+08,33134373.73,75866975.71,2085,0.006193771,1728.709313,-89.2069,-14.21881032,-40.36401634,-99.38676543,-99.5283037,-99.45195185,-99.50124775,205226.7234,0,619377.1,No,No,No
3774,Maincoin,MNC,8,2019-03-04 0:00:00,-1.00E+05,3.74E+08,3.74E+08,2086,0.000546566,405.9409474,-40.6905,-3.1598946,-6.55334165,-17.43410982,-28.5503915,-42.51433919,-49.60124616,204415.8545,0,204415.85,No,No,No
12463,Timechain Swap Token,TCS,4,2021-10-07 14:02:17,2.00E+07,3614528,2.00E+07,2087,0.056533556,178.0714127,-50.0216,-0.84973159,-1.22281702,-42.13727585,-65.88315628,-89.15254039,-90.23888428,204342.1227,0,1130671.13,No,No,No
7473,Wrapped Basic CryptoKitties,WCK,2,2020-10-21 0:00:00,-1.00E+05,65610,65610,2088,3.103482927,505.3809957,-40.6244,-1.34641753,-6.29607928,-24.08277296,-42.00024035,-37.93491986,-44.40913042,203619.5148,0,203619.51,No,No,No
4097,x42 Protocol,X42,2,2019-09-20 0:00:00,4.20E+07,20166886,20167050,2089,0.010084103,678.0844304,-44.7364,-1.4865927,-10.69801923,0.43708761,21.53554344,9.72739344,26.07471136,203364.964,0,423532.34,No,No,No
6667,Xiotri,XIOT,1,2020-08-21 0:00:00,5000,4418,5000,2090,45.97302292,91.98415718,107.7108,-1.34641753,-3.40783051,-17.06496858,-33.92307227,-40.35572683,-52.97479997,203108.8153,0,229865.11,No,No,No
8710,bAlpha,BALPHA,5,2021-03-07 0:00:00,18000,18000.1,18000.1,2091,11.27849723,90.11709873,0,-1.34641753,12.28468493,-24.54506485,-51.49224905,-24.99520835,-55.8362691,203014.0781,0,203012.95,No,No,No
2501,adbank,ADB,2,2018-02-03 0:00:00,-1.00E+05,897164573,1.00E+09,2092,0.00022427,20929.30153,-57.378,-7.9245364,-29.87283654,-48.94168289,-70.94446553,-77.58833423,-81.8111402,201207.039,0,224269.93,No,No,No
2564,HOQU,HQX,2,2018-03-08 0:00:00,-1.00E+05,169144017.7,275854380,2093,0.001183934,0,0,-1.16064802,1.42770512,-41.85473249,-61.96459892,-30.14311529,-18.90196048,200255.2718,0,326593.25,No,No,No
8598,xSigma,SIG,11,2021-02-25 0:00:00,16816816,10229170.72,14884503.22,2094,0.01956024,1365.656696,446.2021,-0.96700589,-7.10714447,-37.4667559,-42.89549337,-52.85027787,-67.58544078,200085.038,0,328940.96,No,No,No
9508,Universidad de Chile Fan Token,UCH,1,2021-04-30 0:00:00,5.00E+06,375236,5.00E+06,2095,0.53282567,68103.91151,-5.0308,-1.09382025,-5.81890522,-25.51002583,-54.78792566,-64.51421911,-71.09821172,199935.3732,0,2664128.35,No,No,No
1582,Netko,NETKO,1,2017-03-20 0:00:00,-1.00E+05,14903040,14903040,2096,0.013386183,0,0,-1.16064802,-1.37557317,-9.56803872,-26.41392253,-33.30405236,-38.197513,199494.8205,0,199494.82,Yes,No,No
3990,Webflix Token,WFX,1,2019-06-04 0:00:00,-1.00E+05,14469258368,2.70E+10,2097,1.38E-05,0,0,0.00717129,0.00531811,94.46128847,-36.36310663,-25.70495113,16.58385418,199490.6246,0,372254.52,No,No,No
11413,Ceres,CERES,3,2021-08-26 7:50:11,25000,5511.98459,24937.97,2098,35.93788429,14162.40466,-41.6145,-1.10061725,-1.98316787,-25.50787567,-43.04150844,-43.66975925,-63.63013011,198089.0644,0,898447.11,No,No,No
2604,Bitcoin Green,BITG,2,2018-03-22 0:00:00,2.10E+07,11941077,11941077,2099,0.016573118,237.9684841,-1.1811,-1.0317427,-1.22344112,-23.08251635,20.99363509,-19.2184708,-43.53762724,197900.8794,0,348035.48,Yes,No,No
945,Bata,BTA,2,2015-05-29 0:00:00,1.00E+07,5052601.134,5052601.134,2100,0.03902816,7.66E-05,0,-1.16064802,-77.2990793,-50.3570154,35.97877978,1.36522652,58.51419447,197193.7264,0,390281.6,Yes,No,No
2437,YEE,YEE,7,2018-01-20 0:00:00,-1.00E+05,1365218125,1.00E+10,2101,0.000144385,85553.8886,-25.2113,-0.48033213,0.4169774,-53.43539462,-68.31191877,-71.53396779,-81.62508295,197116.6193,0,1443847.07,No,No,No
12797,ShoeFy,SHOE,4,2021-10-16 10:59:18,1.00E+08,13013746.88,1.00E+08,2102,0.015040846,6365.840049,-31.748,-0.19849211,-1.36729989,-40.34071228,-71.34802405,-73.55670902,-84.09871319,195737.7647,0,1504084.62,No,No,No
6868,Seigniorage Shares,SHARE,3,2020-09-03 0:00:00,2.10E+07,20395279.39,2.10E+07,2103,0.009588958,3786.046967,-66.5151,-3.22647302,-5.82555461,-18.17751046,-28.19767342,-32.27254339,-39.02234283,195569.4865,0,201368.13,No,No,No
3882,Arqma,ARQ,3,2019-04-25 0:00:00,5.00E+07,13131787.77,19176331.46,2104,0.014873537,989.0775164,139.7251,-3.09867453,-1.37557317,-24.64003227,-49.59857707,-49.56389758,-64.21447054,195316.1268,0,743676.83,No,No,No
2685,Zebi Token,ZEBI,3,2018-04-30 0:00:00,812184340.8,995230746.4,1189092427,2105,0.000194928,1041.2979,-74.0028,-3.56730938,-17.52387593,-27.94935644,-29.02987683,-43.8179719,-54.63941192,193998.2217,0,158317.37,No,No,No
